,mobile,url,tm,title,content,source,location,type,tags,emotion,negative_cnt,comment_cnt,fee,speed,signal,5G,other,--,tag_num,one_tag,multi_tag
230,遠傳,[https://www.sogi.com.tw/talks/%E4%BA%9E%E5%A4%AA88_138_199%E8%B3%87%E8%B2%BB%E5%8D%B3%E5%B0%87%E7%B5%95%E7%89%88%E4%BA%86_/6267677](https://www.sogi.com.tw/talks/%E4%BA%9E%E5%A4%AA88_138_199%E8%B3%87%E8%B2%BB%E5%8D%B3%E5%B0%87%E7%B5%95%E7%89%88%E4%BA%86_/6267677),2021-05-03T20:30:44+08:00,[問題] 台哥大299/遠傳319(399) 電銷專案資訊,這個月遠傳319剛續約變399，打給電銷問問看，np應該,sogi_comment,,回文,其他,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
231,遠傳,[https://www.facebook.com/114978071133/posts/10158614252806134/](https://www.facebook.com/114978071133/posts/10158614252806134/),2021-11-25T21:00:05+08:00,[問題] 台哥大299/遠傳319(399) 電銷專案資訊,遠傳319問到只能續399沒再折扣,fans,,主文,其他,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
232,中華,[https://www.wealth.com.tw/articles/53afe0a5-fc0b-4410-9481-882b524db56b](https://www.wealth.com.tw/articles/53afe0a5-fc0b-4410-9481-882b524db56b),2021-11-25T16:29:47+08:00,[問題] 台哥大299/遠傳319(399) 電銷專案資訊,基本上蠻廢的，如果只想要4G吃到飽可以考慮,wealthmagazine,,主文,其他,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
233,遠傳,[https://www.facebook.com/2815821088491559/posts/6577003905706573/](https://www.facebook.com/2815821088491559/posts/6577003905706573/),2021-11-25T14:13:15+08:00,[問題] 台哥大299/遠傳319(399) 電銷專案資訊,可以打給遠傳問好嗎,fans_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
234,中華,[https://www.mobile01.com/topicdetail.php?f=18&t=6497463](https://www.mobile01.com/topicdetail.php?f=18&t=6497463),2021-11-25T01:49:00+08:00,【問題】除了遠傳以外，哪一個電信比較好？,[kevin7446:你是誰] 沒錯！我用了3年中華，爛得要死！,mobile01_comment,,回文,其他,負向,0,0.0,0,0,0,0,1,0,1,其他,其他
235,中華,[https://www.facebook.com/127907197272507/posts/438443334312579/](https://www.facebook.com/127907197272507/posts/438443334312579/),2021-11-25T00:52:54+08:00,【問題】除了遠傳以外，哪一個電信比較好？,中華要在深山野領訊號才會好,fans_comment,,回文,其他,中立,0,0.0,0,0,1,0,0,0,1,收訊,收訊
236,遠傳,[https://www.ptt.cc/bbs/mobilesales/M.1637760658.A.E6C.html](https://www.ptt.cc/bbs/mobilesales/M.1637760658.A.E6C.html),2021-11-24T21:30:56+08:00,【問題】除了遠傳以外，哪一個電信比較好？,中華或台哥大 就是不要遠傳,ptt,台中,主文,其他,負向,0,0.0,0,0,0,0,1,0,1,其他,其他
237,遠傳,[https://www.facebook.com/481065478629613/posts/4518056268263827/](https://www.facebook.com/481065478629613/posts/4518056268263827/),2021-11-23T21:42:56+08:00,【問題】除了遠傳以外，哪一個電信比較好？,我用中華 我記得當初解約遠傳要搞超久 中華不廢話一下就好了,fans,,主文,其他,負向,0,0.0,0,0,0,0,1,0,1,其他,其他
238,中華,[https://www.mobile01.com/topicdetail.php?f=18&t=6491013](https://www.mobile01.com/topicdetail.php?f=18&t=6491013),2021-11-13T22:57:00+08:00,換電信,"大家好我想問一下
一直以來都是用中華電信
4G青春學生599方案
但最近訊號一直很差也有跟客服反應過好多次
問題還是沒有得到改善
所以有考慮要不要換到遠傳電信
（因為家裡有人也是遠傳）
而且也有爬文評估過遠傳訊號的點也不少
但礙於我是中華老顧客（22年186天）
一直很猶豫而且中華推5G
費用都超貴也不考慮5G
而且目前也沒有換機的考慮
想問問大家的意見????",mobile01,,主文,其他,負向,1,3.0,1,0,1,1,1,0,1,其他,其他
239,遠傳,[https://www.mobile01.com/topicdetail.php?f=18&t=6490979](https://www.mobile01.com/topicdetail.php?f=18&t=6490979),2021-11-13T21:18:00+08:00,現用早期LM111，想升級5G方案,可以直升遠傳5G 遠傳續約5G給的福利還蠻多的,mobile01,,主文,其他,正向,3,37.0,1,0,0,1,0,0,2,,"資費,5G"
240,台灣之星,[https://www.ptt.cc/bbs/Lifeismoney/M.1636568247.A.D27.html](https://www.ptt.cc/bbs/Lifeismoney/M.1636568247.A.D27.html),2021-11-11T02:21:00+08:00,2021年台星會用啥招數使舊雙11客戶再簽約延長？,"4G188 本來就100元超過1元
會傻了多繳11元變199 語音超過變2元 只為了5GB的流量?
重點是又被多綁30個月
新辦的5G199 只要遠傳不玩 就殺一波了 不少因為今年做好準備變白紙的",ptt_comment,,回文,其他,負向,0,0.0,1,0,0,1,0,0,2,,"資費,5G"
241,遠傳,[https://www.mobile01.com/topicdetail.php?f=18&t=6481530](https://www.mobile01.com/topicdetail.php?f=18&t=6481530),2021-10-29T19:50:00+08:00,遠傳攜手台廠 共組5G專網RAN生態圈,"遠傳電信今年7月初與國際大廠愛立信(Ericsson)攜手成立全台首座「雙模全5G 核心網路實驗室」，成功建置5G獨立組網(Standalone SA)測試平台，並隨即完成全台第一通「5G獨立組網數據連網電話」(1st data call)，展開一系列技術與應用場景測試，為台灣5G進程創下全新里程碑。
8月底遠傳攜手仁寶、台達電、富鴻網、光寶、和碩、中磊、啟碁等國內七家主要RAN廠商，共組國產5G專網RAN生態圈，搭配遠傳採用諾基亞方案建置5G專網專用的獨立組網模式核心網，於遠傳場域啟動n78頻段5G專網端對端整合測試驗證，大幅推進建構國內5G自主供應鏈進程，不僅加速台灣5G獨立組網的發展，更匯聚5G生態圈能量，有助於提升台灣5G的產業價值與打造國際供應鏈的關鍵地位。
遠傳表示，該公司與愛立信於年中簽訂「5G網路發展合作備忘錄」，共同推動5G邁向新階段，包含全面推動5G網路從非獨立組網邁向獨立組網架構，以完整釋放5G潛能，充分實現大頻寬、低延遲、大量聯結特性，催生5G遠距手術、車聯網、智慧城市等殺手級應用落地。
此外，遠傳與國內網通設備廠、終端設備廠積極進行端對端整合測試，由遠傳扮演居中研判、協調及仲裁多家廠商互通性的掌舵手，依循國際組織標準進行符合性和相符性測試，加速推動台廠設計及與國際大廠核心網路整合實力，促進台灣5G生態系逐漸成熟，接軌國際。",mobile01_comment,,回文,其他,正向,0,0.0,0,0,0,1,1,0,2,,5G
242,遠傳,[https://www.mobile01.com/topicdetail.php?f=18&t=6481530](https://www.mobile01.com/topicdetail.php?f=18&t=6481530),2021-10-29T17:41:00+08:00,遠傳建置5G雙模實驗室 攜手台廠接軌國際,"遠傳電信（4904）今年7月初與國際大廠愛立信(Ericsson)攜手成立全台首座「雙模全5G 核心網路實驗室」，成功建置5G獨立組網(Standalone, SA)測試平台，並隨即完成全台第一通「5G 獨立組網數據連網電話」(1st data call)，展開一系列技術與應用場景測試，為台灣5G進程創下全新里程碑！8月底更攜手仁寶（2324）、台達電（2308）、富鴻網、光寶（2301）、和碩（4938）、中磊（5388）、啟碁（6285）等國內七家主要RAN廠商，共組國產5G專網RAN生態圈，搭配遠傳採用諾基亞（Nokia）方案建置之5G專網專用的獨立組網模式核心網，於遠傳場域啟動n78頻段5G專網端對端整合測試驗證，大幅推進建構國內5G自主供應鏈進程，不僅加速台灣5G獨立組網的發展，更匯聚5G生態圈能量，齊心提升台灣5G的產業價值與打造國際供應鏈的關鍵地位。
遠傳與愛立信於年中簽訂「5G網路發展合作備忘錄」，共同推動5G邁向新階段，包含全面推動5G網路從非獨立組網邁向獨立組網架構，以完整釋放5G潛能，充分實現大頻寬、低延遲、大量聯結特性，催生5G遠距手術、車聯網、智慧城市等殺手級應用落地。此外，遠傳與國內網通設備廠、終端設備廠積極進行端對端整合測試，由遠傳扮演居中研判、協調及仲裁多家廠商互通性的掌舵手，依循國際組織標準進行符合性和相符性測試，加速推動台廠設計及與國際大廠核心網路整合實力，促進台灣5G生態系逐漸成熟，接軌國際。",mobile01_comment,,回文,其他,正向,0,0.0,0,0,0,1,1,0,2,,"5G,其他"
243,遠傳,[https://www.ptt.cc/bbs/DigiCurrency/M.1635409369.A.C88.html](https://www.ptt.cc/bbs/DigiCurrency/M.1635409369.A.C88.html),2021-10-28T16:33:00+08:00,手機合約問題,"想請問各位網友大大，對手機合約這部分完全不懂，自己合約快到了，我是遠傳電信，上網吃到飽月繳700多，但也忘記當時是不是用學生專案了，現在已經不是學生，那還可以繼續用700多網路吃到飽的方案嗎？(合約開始到合約到期都吃到飽，固定價錢那種的)，因為我很久以前沒問好，辦過那種合約，月繳1千多，但只有前幾個月是吃到飽，後來就只有每個月9G用量，那時候很痛苦，繳比別人多錢，結果只有9G用量ㄏㄏ...
還是說有沒有辦法延續一樣的合約方案？
(我是指目前的那種月繳700多，合約開始到合約到期，都是固定價錢的網路吃到飽)
自己網路是4G的，但現在有5G了，會不會以後4G的都不能用了？最後還是要升級5G，還是沒差呢？
自己蠻喜歡遠傳的(遠傳派??)，但看有些人月繳1300多，我記得以前有一次續約時候，但那時候好像店員跟我說沒有比較便宜方案，當時已經忍痛，最後決定跟店員說那我轉別的電信好了，結果店員又突然冒出便宜方案了
希望大大們可以幫我解答，也謝謝各位??",ptt_comment,,回文,其他,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
244,遠傳,[https://www.ptt.cc/bbs/Tech_Job/M.1635320958.A.AC9.html](https://www.ptt.cc/bbs/Tech_Job/M.1635320958.A.AC9.html),2021-10-27T23:21:00+08:00,遠傳攜手苗栗縣府 5G遠距診療照護啟動,"遠傳電信5G遠距診療服務範圍再下一城，今日與苗栗縣政府、國家衛生研究院、為恭紀念醫院舉辦「5G遠距診療智能照護服務記者會」，共同宣布於苗栗縣南庄鄉衛生所啟用5G糖尿病連續式遠距醫療照護服務，為苗栗5G遠距醫療元年拉開序幕。
遠傳總經理井琪表示，苗栗縣政府長期致力提升偏鄉醫療照護品質，遠傳很榮幸能與國衛院、苗栗縣政府合作，以5G通訊及雲端技術串聯苗栗縣衛生局與為恭醫院，提升糖尿病患者就醫便利性。
遠傳5G日前於國際行動網路調查權威Opensignal勇奪網速、影音體驗世界第一，這次以網路取代馬路，為偏鄉糖尿病患者節省就醫回診的舟車勞頓，讓專科醫師能照顧到更多病患，實現遠距共同會診與延續性居家照護，達成5G糖尿病連續式遠距醫療照護服務，遠傳未來也將持續透過通訊技術將醫療資源普及到各個角落。
透過遠傳5G遠距診療，南庄鄉衛生所以5G通訊結合先進IoT醫療器材，由當地衛生所家醫科醫師，與遠端的為恭醫院專科醫師共同會診，透過眼底鏡篩檢的可近性，可及早發現及早治療，能夠提供南庄鄉居民就近診療，省下往返就醫的路程。",ptt_comment,,回文,其他,中立,0,0.0,0,0,0,1,1,0,2,,"5G,其他"
245,台灣之星,[https://www.ptt.cc/bbs/Tech_Job/M.1635320958.A.AC9.html](https://www.ptt.cc/bbs/Tech_Job/M.1635320958.A.AC9.html),2021-10-27T17:03:00+08:00,【問題】台灣之星訊號問題,願意來解決問題不錯了啦 不過要訊號穩一點還是約到就跳槽吧 找遠傳之類比較大家、訊號比較穩的,ptt_comment,,回文,其他,負向,0,0.0,0,0,1,0,0,0,1,收訊,收訊
246,台灣之星,[https://www.ptt.cc/bbs/Tech_Job/M.1635320958.A.AC9.html](https://www.ptt.cc/bbs/Tech_Job/M.1635320958.A.AC9.html),2021-10-27T17:00:00+08:00,遠傳10M限速吃到飽，現在辦不到了吧？（原Line mobile電信）,"台星88(5G版)，重點不是月租費只要88元就可以使用5G。
重點是︰這是在室內測的、這是在室內測的、這是在室內測的！
可惜地點不是在住家，不然就爽了！",ptt_comment,,回文,其他,中立,0,0.0,1,0,0,1,0,0,2,,"資費,5G"
248,遠傳,[https://www.ptt.cc/bbs/Gossiping/M.1635175111.A.493.html](https://www.ptt.cc/bbs/Gossiping/M.1635175111.A.493.html),2021-10-25T23:19:00+08:00,【問題】想手機攜碼轉到其他電信,手機合約明天到期我遠傳用差不多10年了是建議去直營還是加盟?聽說很多店員都有業績壓力 會用話術騙人是真的嗎?要注意什麼,ptt_comment,,回文,其他,中立,0,0.0,0,0,0,0,1,0,1,其他,其他
249,台哥大,[https://www.ptt.cc/bbs/Soft_Job/M.1634786330.A.DEF.html](https://www.ptt.cc/bbs/Soft_Job/M.1634786330.A.DEF.html),2021-10-21T11:46:00+08:00,【問題】台灣大哥大網路炸了？,台星&遠傳路過，沒影響。,ptt_comment,,回文,其他,中立,0,0.0,0,1,0,0,0,0,1,網速,網速
250,台哥大,[https://www.ptt.cc/bbs/Soft_Job/M.1634786330.A.DEF.html](https://www.ptt.cc/bbs/Soft_Job/M.1634786330.A.DEF.html),2021-10-21T11:37:00+08:00,【問題】台灣大哥大網路炸了？,[lizardc1:???] 換台哥之後我家每天滿格，而且測速度還比遠傳快好幾倍==,ptt_comment,,回文,其他,正向,0,0.0,0,1,1,0,0,0,2,,"網速,收訊"
251,台哥大,[https://www.ptt.cc/bbs/Soft_Job/M.1634786330.A.DEF.html](https://www.ptt.cc/bbs/Soft_Job/M.1634786330.A.DEF.html),2021-10-21T11:18:48+08:00,【問題】台灣大哥大網路炸了？,遠傳在我家根本垃圾 用了快十年上個月轉台哥了,ptt,"中山,內湖",主文,其他,正向,0,16.0,0,1,1,0,1,0,1,其他,其他
252,遠傳,[https://www.mobile01.com/topicdetail.php?f=18&t=6473539](https://www.mobile01.com/topicdetail.php?f=18&t=6473539),2021-10-16T18:31:00+08:00,遠傳實踐ESG具體有感 入選天下永續公民獎前10強,"《天下雜誌》揭曉2021年「天下永續公民獎」榜單，遠傳電信（4904）運用電信本業優勢進行社會參與，包含在蘭嶼、綠島等台東縣11處衛生所打造5G遠距診療服務，讓偏鄉病患免去長途跋涉之苦，成為今年「永續百強」最大創新亮點，被主辦單位形容為：「理性與感性兼具」，也讓遠傳電信再度入選「大型企業組」前十強，獲得第九名佳績。
「天下永續公民獎」評選今年邁入第十五年，9/30舉辦頒獎典禮，「永續百強」榜單囊括全台ESG（環境、社會、治理）表現最佳企業，是國內參與規模、影響力最大的CSR獎項之一。本項調查參考國際指標與評量方法，綜合四大構面包含「公司治理」、「企業承諾」、「社會參與」、「環境永續」，評選台灣最佳永續企業，上述指標需有頂級表現，才有機會躋入前十強之列。
遠傳電信在今年評選中表現亮眼，主辦單位形容，「遠傳電信以理性與感性兼具方式，在ESG的實踐上具體而有感」，包含遵循科學基礎減碳的方法投入環境，躋身道瓊永續指數成分股展現治理水平，在接軌國際的永續進程中，展現濃厚在地情懷。主辦單位更指出，「遠傳從資通訊核心職能出發，讓遠距診療成真，為城鄉差距與高齡社會的台灣社會，帶來醫療正義的實現。」
遠傳電信總經理井琪表示，感謝再次獲得評審團隊肯定，CSR是企業的社會責任，遠傳和我們同仁都非常的支持與投入，並整合進公司營運策略中。遠傳也致力於數位轉型，持續深耕「遠傳大人物」(大數據、人工智慧、物聯網)，並藉著這些核心能力善盡社會企業責任，期盼帶動社會正向循環與改變。
在國際行動網路調查權威Opensignal公布最新5G體驗報告中，遠傳電信在下載速度、上傳速度、影音體驗等指標均位居世界第一，遠傳也運用本業優勢的世界級5G通訊品質在蘭嶼、綠島等台東縣11處衛生所打造5G遠距診療服務，將影像及檢測的生理數據快速而清晰地傳給遠端專科醫生，讓偏鄉病患不需長途跋涉就能獲得醫療照護。
遠傳也運用「遠傳大人物」(大數據、人工智慧、物聯網)的核心能力，與亞東、花蓮慈濟、高雄醫大附設中和醫院等三大醫學中心結盟，啟動國內第一個5G遠距診療臨床示範計畫，透過科技突破城鄉隔閡，實踐醫療「零偏鄉」願景。遠傳長達15年間也持續關心弱勢兒少，包含為弱勢兒少募集助學金，多年來也推動「翻轉教育　讓愛遠傳」公益專案，縮短城鄉間的數位落差。
遠傳永續成績表現也十分亮眼，獲得國際知名金融媒體「全球企業展望」（Global Business Outlook, GBO）所頒「2021年GBO全球企業獎」，於眾多全球受評企業中脫穎而出，榮獲「最佳企業社會責任」獎（Best CSR Company – Telecom, Taiwan 2021）殊榮；遠傳電信更兩度入選DJSI 道瓊永續世界指數成分股，在全球逾百家電信公司中榮獲第四名，連續五年入選DJSI新興市場成分股。遠傳電信再度入選天下永續公民獎，總經理井琪(右)出席領獎。圖/業者提供facebook",mobile01_comment,,回文,其他,正向,0,0.0,0,0,0,1,1,0,2,,"5G,其他"
253,遠傳,[https://www.facebook.com/232633627068/posts/10160864749162069/](https://www.facebook.com/232633627068/posts/10160864749162069/),2021-10-15T12:08:39+08:00,遠傳智慧路燈 點亮桃園,遠傳電信（4904）助攻桃園打造智能聯網路燈城市，看好智慧路燈在5G、物聯網環境下，結合大數據及AI，可打造人車流分析影像辨識及空氣偵測等智慧治理應用。遠傳表示，協助桃園市率先成為全台首座全面採用智能聯網路燈的城市。桃園市長鄭文燦日前率領市政團隊，前往高鐵南路五段聽取成果報告。桃園市為全台第一個大規模導入LED路燈智能照明系統的城市，「桃園市全面換裝智能路燈計畫」是為提升用路人行車安全為出發點，以貼近市民需求為初衷，遠傳表示，遠傳是關鍵成員，負責桃園市北區路燈建置與後續維運，市府已於去年完成全市16萬盞路燈換裝。遠傳認為，智慧路燈是城市智能化的關鍵基石，藉由遠傳5G、物聯網技術、結合大數據與AI計算，能依需求衍生出豐富的服務模式，包含人車流分析、影像辨識、空氣偵測等多元創新治理應用。,fans_comment,,回文,其他,正向,0,0.0,0,0,0,1,1,0,2,,"5G,其他"
254,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1634034616.A.3C4.html](https://www.ptt.cc/bbs/MobileComm/M.1634034616.A.3C4.html),2021-10-13T00:41:00+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,[vicnent83152:凜] 我目前沒有其他手機QQ不過我家人的i11好像也一樣，尤其是網路通話或看直播的時候都會卡頓、斷斷續續的,ptt_comment,,回文,網速,中立,0,0.0,0,1,0,0,0,0,1,網速,網速
255,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1634034616.A.3C4.html](https://www.ptt.cc/bbs/MobileComm/M.1634034616.A.3C4.html),2021-10-12T20:08:00+08:00,遠傳攜手桃園 打造智能聯網路燈城市,"智慧城市建設在各地快速發展，遠傳（4904）協助桃園市率先成為全台首座全面採用智能聯網路燈的城市。桃園市長鄭文燦昨（28）日晚間率領市政團隊，前往高鐵南路五段親自視察並聽取成果報告。
桃園市為全台第一個大規模導入LED路燈智能照明系統的城市，「桃園市全面換裝智能路燈計畫」是為提升用路人行車安全為出發點，遠傳負責桃園市北區路燈建置與後續維運，桃園市府已於去年完成全市16萬盞路燈換裝。
遠傳表示，智慧路燈是城市智能化的關鍵基石，藉由遠傳5G、物聯網技術、結合大數據與AI計算，能依需求衍生出豐富的服務模式，包含人車流分析、影像辨識、空氣偵測等多元創新治理應用，能協助縣市政府共創幸福科技智慧城，提供更優質的城市環境。
本次遠傳與桃園市攜手「人因智慧路燈照明系統」，透過輝度偵測判斷道路表面反射狀態，依天候條件自動變換路燈光型，藉此減少道路路面因大雨過後，而導致照明均勻度不足所形成的斑馬紋現象，達成照明最佳化配置，進而提升用路安全並降低行車肇事率，保障行車與用路人的安全。此項目更於去年獲得台灣照明學會照明金質獎的屋外照明設施獎特優。",ptt_comment,,回文,其他,正向,0,0.0,0,0,0,1,1,0,2,,"5G,其他"
256,遠傳,[https://www.facebook.com/166242000059278/posts/5169145769768851/](https://www.facebook.com/166242000059278/posts/5169145769768851/),2021-10-09T19:48:29+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,我是在室內，但是窗戶要開，20M 基地台搜尋分佈是10M至200M,fans_comment,,回文,網速,中立,0,0.0,1,1,0,0,0,0,1,網速,網速
257,遠傳,[https://www.mobile01.com/topicdetail.php?f=470&t=6468941](https://www.mobile01.com/topicdetail.php?f=470&t=6468941),2021-10-08T19:12:00+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,我是XR然後遠傳$499方案在家裡真的網路有夠慢現在測到的都是10＜網速＜30,mobile01_comment,,回文,網速,中立,0,0.0,1,1,0,0,0,0,2,,"資費,網速"
258,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html](https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html),2021-10-07T19:29:00+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,不過我要說我當初辦的是line mobile 399限速21M，看動畫瘋、youtube、twitch會轉圈，才升line mobile 499的，遠傳後來收回line mobile就我現在這個專案,ptt_comment,,回文,網速,中立,0,0.0,1,1,0,0,0,0,2,,"資費,網速"
259,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html](https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html),2021-10-07T18:43:00+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,我自己用在公司可以跑到100M以上，但回家就只有20M左右，環境影響滿大的(手機Sony 1II),ptt_comment,,回文,網速,中立,0,0.0,1,1,0,0,0,0,1,網速,網速
260,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html](https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html),2021-10-07T18:43:00+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,但是打開即時網速跑網頁 速度都不超過750kb；用台灣之星 21m吃到飽就沒這個問題 都順順跑了,ptt_comment,,回文,網速,負向,0,0.0,1,1,0,0,0,0,1,網速,網速
261,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html](https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html),2021-10-07T18:27:00+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,我是遠傳499的 從去年9月開始，突然YT、網頁、遊戲都跑不動或延遲，去測速都有40～80m,ptt_comment,,回文,網速,負向,0,0.0,1,1,0,0,0,0,1,網速,網速
262,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html](https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html),2021-10-07T17:39:00+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,我上個禮拜剛辦了我是綁一年而已??我測速有跑到100M過??因為XX之星下個月合約到??但遠傳這個499 好像只有到月底而已 所以我就提前辦了??PS:我拿I12??我在家裡測試有30m~100m之間 都有,ptt_comment,,回文,網速,中立,0,0.0,1,1,0,0,0,0,1,網速,網速
263,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html](https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html),2021-10-07T17:29:00+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,[marvin53:小狼] 這是測試，但我是想問有辦過499吃到飽不限速的測試如何…,ptt_comment,,回文,網速,中立,0,0.0,1,1,0,0,0,0,1,網速,網速
264,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html](https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html),2021-10-07T16:47:00+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,499單門號沒限速 要確認的話撥一通電話給客服跟他做個確認 戴上合約名字和費率,ptt_comment,,回文,資費,中立,0,0.0,1,1,0,0,0,0,1,資費,資費
265,遠傳,[https://www.facebook.com/1448357445384692/posts/3279115658975519/](https://www.facebook.com/1448357445384692/posts/3279115658975519/),2021-10-07T16:05:17+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,辦過一樣方案的合約應該是一樣的，這個點進去什麼資訊都沒有，寫著不限速感覺有點像假的,fans_comment,,回文,資費,中立,0,0.0,1,1,0,0,0,0,1,資費,資費
266,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html](https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html),2021-10-07T15:59:00+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,"我現在被限21M,其實能有個80M就很好了，重點是換這個約到底會不會增加，還是一樣限制21M變相續約",ptt_comment,,回文,資費,中立,0,0.0,1,1,0,0,0,0,1,資費,資費
267,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html](https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html),2021-10-07T15:45:00+08:00,【問題】遠傳499吃到飽不限速有過來人可分享經驗嗎,版上貌似沒看到關於499吃到飽不限速的分享想問一下有人有辦嗎？主要是想問不限速是真的不限能到100M嗎？還是又是騙術（上面沒寫）,ptt_comment,,回文,資費,中立,0,0.0,1,0,0,0,0,0,1,資費,資費
268,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html](https://www.ptt.cc/bbs/MobileComm/M.1633584865.A.732.html),2021-10-07T14:07:00+08:00,遠傳奪下台灣5G網速第一!,"我雖然有在觀望5G 但目前還是在用遠傳4G吃到飽
我倒覺得網速一樣快YT看1080P也還OK
並沒有5G開台後訊號就變差的狀況",ptt_comment,,回文,5G,中立,0,0.0,1,1,0,1,0,0,3,,"資費,網速,5G"
269,遠傳,[https://www.mobile01.com/topicdetail.php?f=177&t=6467635](https://www.mobile01.com/topicdetail.php?f=177&t=6467635),2021-10-06T18:58:00+08:00,遠傳奪下台灣5G網速第一!,"其實有認識的中華電工班的人就知道.
現任董事長嚴格控管採購料件的成本.
造成基地台的拓建跟一些客戶設備維護常常因為缺料只能拆東牆補西牆.
不然就是一句待料........
5G極速第一對中華來說沒用阿，5G的可用範圍比遠傳還差......",mobile01_comment,,回文,5G,正向,0,0.0,0,0,0,1,0,0,1,5G,5G
270,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633486026.A.99F.html](https://www.ptt.cc/bbs/MobileComm/M.1633486026.A.99F.html),2021-10-06T18:26:00+08:00,【情報】遠傳拿Opensignal 5G全球第一 上傳下載與影音都快,這樣感覺我裝遠傳5G卡不換5G手機好像有點浪費，因為本來覺得4G就快到不行了,ptt_comment,,回文,其他,中立,0,0.0,0,0,0,1,0,0,1,,5G
271,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633486026.A.99F.html](https://www.ptt.cc/bbs/MobileComm/M.1633486026.A.99F.html),2021-10-06T16:34:00+08:00,[三峽] 北大附近5G訊號不錯欸,最近遠傳5G在學校附近都蠻不錯的~,ptt_comment,,回文,其他,正向,0,0.0,0,0,1,1,0,0,1,5G,5G
272,遠傳,[https://www.mobile01.com/topicdetail.php?f=507&t=6467665](https://www.mobile01.com/topicdetail.php?f=507&t=6467665),2021-10-06T15:48:00+08:00,[問題] 13 pro max 遠傳4G會突然斷訊問題,狂斷,mobile01,,主文,收訊,負向,0,2.0,0,0,1,0,0,0,1,收訊,收訊
273,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633486026.A.99F.html](https://www.ptt.cc/bbs/MobileComm/M.1633486026.A.99F.html),2021-10-06T12:58:00+08:00,[問題] 13 pro max 遠傳4G會突然斷訊問題,"機型名稱：iphone 13 pro max
系統版本：ios15
問題描述：
遠傳4G會突然斷訊問題
因為我有開surge會看到訊號斷訊，也有測試過關閉surge偶爾使用會發現瞬間無訊號
不知道各位版友是否有跟我一樣問題有點搞不清楚是機器問題還是iOS問題
----
Sent from
BePTT
on my iPhone14,3",ptt_comment,,回文,收訊,負向,0,0.0,0,0,1,0,0,0,1,收訊,收訊
274,遠傳,[https://www.ptt.cc/bbs/MobileComm/M.1633486026.A.99F.html](https://www.ptt.cc/bbs/MobileComm/M.1633486026.A.99F.html),2021-10-06T11:19:00+08:00,【情報】遠傳拿Opensignal 5G全球第一 上傳下載與影音都快,排名歸排名吧 也不是壞事要用5G還是試用看看比較好遠傳5G在市區都有訊號山上的話就要再看他們怎麼建設了,ptt_comment,,回文,5G,中立,0,0.0,0,0,1,1,0,0,1,5G,5G
